sent0,sent1,hard_neg
"When it came to erasing any mistakes, he opted for rubber. The fine grade gave accurate results and helped him to produce flawless artwork.",He often used a special type of paper to make his crafts. The thickness of the paper and texture of the wood gave it an interesting texture.,The teacher reads the paper and marks it for content and quality. The paper is evaluated and a score or grade is assigned for the user's work.
Prey animals must protect themselves to survive. Prevention is the key to staying safe.,Victims of crime can avoid becoming a statistic. Education is essential in understanding how to stay safe.,People use cages for prevention. No animal can break out.
She tried to assuage him. Her words helped to mollify him.,The sun desiccates the air. The sun's heat causes dehydration.,The words are garbled and unreadable. The words are both unintelligible and illegible.
Throwing the ball involves a combination of strength and dexterity. Properly throwing the ball to the target with accuracy relies on the thrower's skill and technique.,The double edge razor is carefully sharpened. Delicately running the blade over one's skin helps achieve a smooth and precise shave.,He took a few steps back and released the ball from his hand. His aim had to be spot on as he practiced his throwing technique.
"As the arm moves, it forms a rudimentary gesture with one hand. The arm is able to express a full range of movement and emotion.","As the person ponders their feelings, they take time to explore and understand those emotions. The person gets to know the emotion in its entirety.",His left arm is completely weak and can do no work; while his right arm holds the strength of two hands.
Milk flows gracefully in a glass. Its form changes with each swirl in the liquid.,Jazz weaves through the air. It has a life of its own in the music.,The glass can hold liquid without seeping out its contents. It prevents liquid from spilling and creating messes.
The garbage can is rolled outside. The garbage truck comes to the house.,The suitcase is carried outside. The bus arrives at the station.,Trash is deposited in a large can or in bags outside of the house. The trash is picked up by workers who put it on a garbage truck.
"A teacher imparts knowledge to their students. Without the teacher, students will fail to learn the stated facts.","The sun radiates, warming your skin. Without protection, your skin can get burned.",The teacher educates the students. The teacher shares their knowledge with the student.
Water flows into a reservoir. Water enters the pipes within the reservoir.,Blood comes into the nephrons of the kidneys. Blood enters the glomerulus within the nephron.,Water flows into a reservoir. The reservoir supplies water to plants.
"Whenever someone meets another person, they usually shake their hand as a way of saying hello.","When someone watches a sport, they can often picture themselves running across the court or the field.",Meeting a new person for the first time can make him feel awkward. But he knew he had to put on a brave face and shake their hand.
Human interaction and relationships can be found in old family systems. These relationships are also formed by exchange of ideas.,Wildlife and water can be found in old cavern systems. These caverns are also formed by seeping water.,Arguments weaken the relationships between people. The relationships eventually fall apart.
Unused items are moved to storage. Once a month the storage bins are taken to a donation center.,The trash is moved to outside bins. Once a week the outside bins are moved to the side of the road.,Goes to a grocery store. The items go into the appropriate bins for each type of food.
The atrium contracts. Blood flows from your right atrium into your right ventricle through the open tricuspid valve.,A muscle flexes. Water flows from a reservoir into a pipe through an open valve.,Oxygenated blood enters the left atrium. Blood goes to the left ventricle.
"She gets out her brush and paints the canvas. With new strokes, the painting slowly starts to form.","He sets up the music stand with the music sheets. He starts playing, gradually taking in each note as the song comes together.","With each brush stroke, he felt more alive. He was content with the world he created on his canvas."
The climber slowly moves down the descent. Each move is deliberate and precise.,The worker moves slowly towards failure. Every step is calculated and purposeful.,"The descent was long and challenging. Eventually, the climb became easier."
The future is determined by your budget. You can plan ahead when you have the means to do so.,The destination is determined by the amount of fuel available. You can reach your goal if you have the resources to do so.,"The leader sat down to review the budget, intent on finding ways to reduce costs. They had their work cut out for them, but they rose to the challenge."
"A minnow evolves into a fish. As it matures, the fish grows in size and strength.",The pebble becomes a stone. The stone accumulates layers over many years.,"The fish glides through the water, undulating its body and adjusting its fins to move swiftly. The fish is free to swim in the vast blue sea."
"You open your gift and there's a surprise inside. You don't know what to expect, but it brings the element of excitement.",You go to get a haircut and when you're done your hair will be short.,"He eagerly opened the gift, wondering what surprises were in store for him. Excitement fuelling his curiosity and anticipation."
The businessman was wary of his keen competitor. He was ready to go to great lengths to outsmart or counter any move they might make.,"The hunter had a loyal enemy determined to end his mealtime. He carried a bow, ready to fire in case the enemy ventured too close.",The businessman was developing a plan to overtake his competitors. He assembled a team to prepare a strategic marketing campaign.
Magma reaches earth's surface. Lava flows pour out.,Water boils on the stove. Steam pours out.,The magma rises to the earth's surface in volcanoes where it cools and hardens. The magma can also solidify blow the surface of the earth.
Several articles in the newspaper merge to form a whole. The articles are connected by topic but separate entities.,A group of islands form an archipelago. The islands are related geographically but distinct from each other.,"Within the publication, the article begins. The newspaper is made up of multiple articles put together to form a cohesive whole."
Bacteria directly absorb nutrients from the plant through chemical processes. Bacteria directly absorb nutrients from the plant through biological processes.,Monkeys directly gather fruit from the trees through physical processes. Monkeys directly gather honey from the trees through chemical processes.,Bacteria in the soil get to the plant. They consume nutrients left in the plant.
"She got up every morning, ready to run. Pushing herself to go further, she was energized by the sweat that poured down.",He showed up the first day of school all excited to learn. He wished that each day could be like that one.,"Every morning you wake up, you might feel tired and yawn."
Cars are stopped or slowed by traffic signals or speed limits. The cars slow down and come to a stop.,Rain clouds are stopped or slowed by mountains or wind. The rain clouds drop the rain.,Traffic lights adjust the flow of cars. Traffic lights can be used to manage the speed and number of cars to prevent accidents.
"She was too lazy to cook, so she decided to eat out. She chose to go to her favorite restaurant, feeling excited for the delicious meal.","She was craving pizza, so she went online to order it. Soon, the delicious smell of her favorite pizza filled her house and she couldn't wait to dig in.",She was determined to sate her hunger and eat until she was full. She went to her favorite restaurant to get a satisfying meal.
"When the ground started to shake, the grinds rattled and made a noise. Everyone ran outside, scared of an earthquake.","When the drink started to cool, the ice began to shake and make a noise. Everyone gulped down their drinks, scared of the melting ice.","The earthquake shook the ground violently, the reverberations leaving a catastrophic amount of damage in its wake."
A crack in a dam allows water to leak in. The water level rises.,Cuts allow that bacteria in. The bacteria multiplies.,A crack appears in a dam. Water pressure increases.
Soup can be cooked to make it safe to eat. Soup needs to be cooled quickly after.,The milk can be heated to kill germs. The milk needs to be cooled rapidly after.,Let the soup simmer. Serve the soup.
The fuel tank empties. The car can no longer run on the gas in its tank.,The mass decreases. The red giant can no longer fuse the carbon and oxygen in its center.,A car runs on gasoline. The car runs out of fuel when the tank is empty.
Ideas become tangible plans. The plans take shape and come to life.,Water becomes water vapor in the air. The water vapor rises.,Ideas come into a person's head. A plan is created from the ideas.
"The excited dog grabbed the chew bone. The dog spends the next few minutes engaging in playful, manual labor.","A person receives an unexpected compliment. They feel proud, excited, and their confidence grows.","The dog had been begging for a bone for days. When it arrived, he did not hesitate and immediately began to chew on it."
A blanket is a material that can wrap around a person. The blanket can prevent heat from escaping the body.,Greenhouse gases are gases that can linger in the atmosphere. These gases can prevent heat from escaping Earth's atmosphere.,A blanket traps the warmth in a room. Turning up the heat causes the blanket to become thicker and more insulating.
A hunter searches throughout the vast field. The hunter is ready to capture his prey.,A researcher scours through the complex laboratory. The researcher is looking for a particular answer.,The prey quickly assesses the hunter. It knows it must act quickly to survive.
Ethos embodies a group's shared values. It is a way for them to be unified in thought and deed.,A code outlines an individual's set of principles. It provides a sense of structure and purpose to the person's life.,Leaders dedicate a substantial portion of their lives to the interests of those they guide. It's their job to uphold the values of their people.
The doctor must treat the patient to the best of his ability. He should strive for a successful outcome.,"The debtor must pay what he owes. If not, further action will be taken.",A patient enters the doctor's office. The patient is determined to conquer the disease.
The parent looked at the child with love. The child looked happily back at their parent.,The musician gently touched the violin's string. The string silently resonates to the musician's tune.,A parent loves and protects their child. The parent fulfills their role.
Sand and clay cover the peat. The sand and clay form sedimentary rocks.,Flour and eggs come together to make a cake. The cake bakes and forms a delicious dessert.,"Wetting and drying breaks up rocks that contain clay. Wet clay expands, putting pressure on other rocks, causing them to break."
Rewards are motivational. People are encouraged to do their best when rewarded.,Superstitious beliefs are irrational. People often act on them without reason.,Being productive helps us succeed. Working hard leads to great rewards.
A person pulls on a rope. The rope turns a spool of thread.,The ignition pumps a piston. The piston turns a crankshaft.,A rope stretches and becomes taut over time. Tension builds up on both ends of the rope.
The toy is activated by the operator's hand. It then moves in the direction in which the operator moves it.,Citizens are guided by the president's directives. They take the attitude and actions set by the president.,The machine operator panicked as the equipment suddenly broke down. It looked like the entire factory was stopped in its tracks.
Vigorous massage fosters oxygenation. It helps with muscle relaxation and softening of tight fascia.,Intense aerobic exercise requires lots of oxygen. The body needs extra oxygen to keep going.,"His muscles woke up as he stretched, stretching his entire body. His physical capabilities were now fully activated."
"The world was filled with a vast atmosphere, each region holding its own secrets and stories to tell.","The library was filled with a multitude of books, each one providing a different perspective and knowledge.","Billions of lives and stories entwine across the surface of the earth. Our world is an intricate place, full of beauty and surprise."
The liver has an artery for bringing fresh blood from the heart. The liver has a bile duct to drain bile to the intestines.,A fire hydrant has a hose for supplying water. The fire hydrant has a drain to remove waste water from the area.,"The liver has a bile duct to drain bile to the intestines. The liver is used to process alcohol, and medications as well."
Watch the evening news to stay informed. Hear about current events and what’s happening in the world.,Buy products to support a cause. Spend money wisely and use it to help causes that matter to you.,Watching the evening news helps us learn about current events. We stay informed.
"The student applied for a scholarship. With nothing else to depend on, the student was offered the chance to pursue their dreams.","The traveller ran out of fuel. With nowhere else to turn, the traveller had to depend on the help of others to survive.",A professor donated a scholarship to a student. The student utilized the scholarship to further their education.
Erosion can be wind or water. Erosion breaks them down to sediment.,Decisions can be easy or difficult. Decisions break them down to consequences.,Sediment is produced by erosion from wind and rain. The sediment is carried by wind and water to a new location.
The earth begins to heat up. Pressure starts to form.,A kettle is filled with water. Steam starts to form in the kettle.,Air produces wind pressure. The pressure travels through the atmosphere.
Canada lies to the north of the United States. The border between them divides them apart.,The wheel is shaped in a round form. The wheel rotates in its circular shape.,"The United States is bordered by Mexico to the south, with several states sharing a border. The two countries interact in many economic, political and cultural ways."
The meat on the skewer was cooked to perfection. Its tender juices cut through the air like a poignant reminder of her beloved father.,The melody from the flute stirred up memories of past events. Each note was a reminder of a time that now felt distant and faded.,Steak comes from a cow and is a type of meat. Meat is consumed as food.
An excessive amount of body fat can account for obesity. It's both an individual and a public health concern due to its health risks.,Unexpected job loss can lead to a decreased income and cause financial struggles. This can have serious impacts on a person's quality of life.,An individual with a decreased immune system is more susceptible to illnesses. Too little resistance and even the common cold could become a dangerous health concern.
Ideas transform into inventions by scientists in the laboratory. Innovative creations emerge to benefit society.,Curiosity drives us to explore the unknown. Fearless adventurers discover endless possibilities.,Inside the laboratory is a collaborative effort. Scientists and researchers come together to share ideas and build knowledge.
The window faces outwards from the house. The window reflects the beauty of the outside world.,The librarian organizes the library. The librarian helps visitors find the book they need.,A window is installed in the house to provide a view of the outside world. It offers an opening to invite in fresh air.
The wind moves across the most birds's wings. The bird is able to take flight.,The car audio rattles the speakers. Music comes out from the radio.,"The most bird's wings produced a gentle, murmuring flight. Meticulously moving their wings, the bird soared through the sky."
"Avarice overwhelms a person's desire to be generous. Greed guides their decisions, resulting in the hoarding of resources.","Placing oneself in jeopardy diminishes one's sense of security. Theft and vulnerability exposes a person to potential threats, making protection paramount.",Money can cause corruption and greed. People may abuse power for their own greed.
The black ink spreads across the paper. It no longer occupies the same space it was before.,The sharp tip of the thumb tack punctures the material. The item leaves its own unique mark on the material.,The ink is put on the paper to make a book. The paper is bound together to form a useful resource.
She was determined to stay the course. Nothing was going to stop her from being resolute and relentless in her pursuit of success.,Long-term commitment was the only option she could choose. She was ready to face the challenge of enduring and ongoing hard work.,"He plotted his plan toward the goal, charting a course to reach success."
"She lacked a solid plan when dealing with a problem. However, she was able to apply her creative thinking to come up with a satisfactory solution.",He did not have a clear route when travelling. He trusted his instincts to get him to his destination.,Someone faces a difficult problem. They must make a commitment to the solution before they can successfully surmount the difficulty.
The wheel makes the car move. Its constant motion adds convenience to travel.,"The door opens the house up to the outside world. Inside, anything is possible.","The wheel helps a car move. Without a wheel, the car won't be able to make progress."
Put the ice cube tray in the freezer. Allow the water to freeze overnight.,Put the dough in the oven. Allow the bread to bake for an hour.,Take they tray out of the freezer. Pop the ice cubes out of tray.
The cell creates new viruses. The animal cell releases the new viruses.,A factory produces new toys. The factory ships the new toys around the world.,The virus enters some of the animal's cells. The virus replicates inside of the cell.
He stepped out of his home and noticed that his boots made the snow walkable. He was ready to start his adventure.,"After months of being secluded on the island, she looked out and saw an endless expanse of water surrounding her.",The snowman is built with snow. It stands tall and strong in the winter day.
The sun's rays cause plants to grow. The soil becomes moist.,The heat causes chemical processes. The material becomes a liquid.,The sunlight is absorbed by the plants. Some of the sunlight is reflected back into the atmosphere.
Food is prepared for consumption. Its tastes and aromas are delightful.,A shoe is crafted to be worn on the foot. Its leather material is soft and comfortable.,"Taking a bite, he has some food. He savors the flavor as he enjoys his meal."
"The car zoomed along the street at a remarkable speed, moving faster than anyone else in the area.","The thermometer pointed to a lower temperature, falling faster than any other location in the region.",The car lumbered along the street. Its speed was leisurely and unhurried.
Carbon dioxide is removed from the lungs and exhaled. The oxygen is pass throughout your body.,Waste is removed from a house and disposed of. Clean air is circulated throughout the home.,The remaining oxygen enters the body. The remaining carbon dioxide is expelled through the mouth.
Individuals come together to form a community. A change in attitude or values bring about growth or progress.,And form together into clouds or fog. Precipitation of rain/snow occurs when wind/temperatures change.,"This transformation, called growth, is the alteration of one person into another as a result of changes within their thoughts and behavior. The process of learning and developing will continue until a new individual is formed that is mature and confident."
The filtered sea water is heated to Boiling. The boiling water produces steam.,Tea is placed in hot water. The hot water produces a fragrant aroma of the tea.,Water is added to a pot. It is heated up to produce boiling water.
A rip in your shirt causes a few threads to fray. Tape should be applied.,A break in your skin causes tiny capillaries to bleed. Pressure should be applied.,The hook loops the thread around another thread. Two threads interlock around the fabric.
The sharp tip of the thumb tack punctures the material. The item leaves its own unique mark on the material.,The black ink spreads across the paper. It no longer occupies the same space it was before.,"A thumb tack is sharp, but something even sharper can make it. Steel, diamond and other materials can be used to sharpen a thumb tack."
Information is absorbed by a student. The knowledge is stored in the student's memory.,Some is soaked into the ground as infiltration. This water is stored as freshwater in subsurface rock.,A student collects information for a project. The student transports the collected data to a place where it can be used.
The doctor came to the bedside. He offered words of encouragement and support.,"The neighbor often knocks on the door. It's usually a warm, friendly greeting.",The nurse attends to the patient. She provides help and comfort.
Heat is generated. Neutrons smash into the nucleus.,A flame is ignited. Hammer strikes a nail into a piece of wood.,As the protons and neutrons flee it changes elements. The item becomes less radioactive.
Neutrons smash into the nucleus. Heat is released.,Fireworks explode in the night sky. Light is released.,As the protons and neutrons flee it changes elements. The item becomes less radioactive.
"He was a glutton, never enough food to satisfy him. He realized eventually that moderation was key to living a happy life.","She was a braggart, always boasting of her accomplishments. She recognized one day that humility was much more valuable than pride.",Appetite could be lost due to staleness of the food. People would just refrain from eating.
The hum of machinery was vibrating through the building. The noise was what he needed to focus on the task at hand.,The waves were crashing against the shoreline. The serene sound was a welcome relief from the chaos of city life.,"The grounds for the building weren't very strong and gave Jim cause for worry. Eventually, he decided the building was too weak for a sound foundation."
A snowman is made from frozen snowflakes. Little pieces of snow are packed tightly together.,Paper is made from wood fibers. Shreds are produced from chopping the paper.,Snowmen are created with snow and pieces of coal. Each snowman is unique and charming.
"Centrioles separate to move to opposite poles. Metaphase, the chromosomes line up in the center.","Two doors open in opposite directions. At the center of the room, chairs are arranged in a circle.","Are pulled apart. Telophase, the chromosomes gather at opposite poles."
The heat causes chemical processes. The material becomes a liquid.,The sun's rays cause plants to grow. The soil becomes moist.,Chemicals break down the material. The material moves into the processing tank.
We struggle to understand difficult concepts. Simple explanations help us comprehend them better.,We need to accept our decisions to move forward. Regret will only cause us to stagnate.,"Theories are thought up, reasoning and facts come together. The theories turn out to be rational and thought-provoking."
It's hard to find the right attacking position. The goalposts are far apart.,It's difficult to defend a claim when others try to criticize it. The arguments become divided and hard to connect.,"The position of the opponent is weakening. Unable to last any longer, they have no choice but to surrender."
A calendar is used to plan and keep track of time. Looking at the calendar helps to remember important dates and occasions.,A round trip ticket offers the opportunity to travel to different places. The experience of the journey can be remembered and cherished forever.,"To keep track of time, he had to stick to his calendar. Checking it daily, he hardly ever allowed his schedule to be thrown off."
Dreaming is a time for the brain to process emotions. Rapid eye movement occurs during this time.,Playing chess requires strategy to win. Each move must outsmart the opponent.,Going to sleep is a way to rest. Time for the body and mind to relax.
The cat extends its claw to reach out and scratch the scratching post. The action helps keep the cat's claws trimmed.,The green leaves of the plant reach out and grasp the soil around them. The action helps to stabilize the plant's position in the ground.,The cat sharpens its claws on the scratching post. Its paw pads help it grip the post.
"He had always wanted to visit the Eiffel Tower in Paris. When he finally arrived, he was filled with inexplicable joy.","She had always wanted to learn a new language. When she finally enrolled in her first Spanish class, she felt a sense of accomplishment.","They had arrived in Paris finally. The beautiful Eiffel Tower glistened in the warm sun, and they were amazed."
"A wonderfully detailed quilt is crafted. Each stitch is carefully and meticulously crafted, resulting in an exquisite masterpiece.","A vibrant oil painting hangs in the hall. A tumult of passionate colours cascade from the canvas, captivating the viewer.",Grandma threaded her needle and began stitching a quilt. She tied a knot and adjusted the thread tightly.
He studied the history intensely while analyzing his surroundings. His goal was to make a profound impression on his audience.,She worked diligently on memorizing the script while simultaneously decorating the stage. She wanted the production to look perfect.,Stepping forth towards success meant he had to sacrifice some of his experiences along the way. But it was a necessary step to reach his goal.
Minerals replace organic material in a process called petrification. Bones may decay.,Bad habits replace better ones in a process called habituation. Motivation may decrease.,The bone material is altered. Old minerals are replaced by new ones.
Rivers and lakes moves sediment downstream. Sediment moves across dirt.,Ideas and information move around the world. Knowledge spreads across cultures.,The sediment is picked up again by new wind or water. The sediment travels further.
"He stayed in his room, deciding that it was better to study than to go out. Reading a book kept him curious and inspired.","She stayed up late, deciding that it was better to chat with her friends than to sleep. Laughing with her friends kept her cheerful and content.",People go to the library to select a book. The book is carefully chosen and brought home to be read and enjoyed.
"His kind words always make her day. Whenever he gives her a compliment, her heart is filled with joy and appreciation.","Spot is his loyal pup, she's been following him around. He gives her a bone as a reward for her loyalty and to show his appreciation.",A person can make another feel good with kind words and compliments. These uplifting words build another's self-confidence and encourages them.
Experienced counselors provide therapy to help people change their behavior and outlook. Listening and processing input is essential for progress.,People repair data to make sure it functions the way it should. It may take time to get it just right.,"The therapist patiently listened to the patient, helping him work through his problems. She was determined to get him to process his input in the right way."
The Bunsen burner is lit. The Bunsen burner enables intricate experiments in the chemistry lab.,The child learns in school. The child develops skills to use in the world.,"He lit the bunsen burner carefully in the chemistry lab. It was a daunting task, but he had to be brave to complete it."
This magnetic field in the wire interacts with certain particles in the central metal part. The piece of metal becomes magnetized.,Heat applied to iron attracts certain molecules in the metal. The iron becomes warm.,Wire is wrapped around a piece of metal. Current is sent through the wire.
"To think clearly and critically, you need to stimulate the brain. Using techniques like meditation or stimulating activities help make the most use of your brain's potential.","To diminish your own hunger, you need to eat. Eating helps fulfill the nutritional needs of the body.",He wanted to think less so he distracted himself with activities. But he knew his brain still need attention to grow and develop.
The piston moves back up. The spark plug emits a spark.,The slingshot is pulled back. The bow and arrow releases an arrow.,The sparkplug ignites the fuel. The combustive force is pushed into the piston.
He sharpened his axe with a whetstone. The blade glowed silver and sharp.,She stirred the mixture until the yellow butter was a creamy texture. The butter was now ready for baking.,The axe is sharpened. The blade of the axe is sharpened until it is razor-sharp.
The phone sits on the desk. It connects the caller to the person they want to speak to.,The bishop presides over the church. He connects the congregation to the message of God.,"He heard the ringing from across the room and ran to answer it. Reaching for the phone on his desk, he realized he was too late."
"He was lost in the darkness, without a familiar signpost. Everything was unfamiliar.","He was misunderstood in the confusion, without the clarity of founded truth. His attempts to explain fell on deaf ears.",Fear gripped him as he followed the path into the darkness. He did not know what was ahead of him.
The audience applauds after each act. The actors feel rewarded for their work.,People celebrate after a successful event. Individuals are proud of their accomplishments.,"He froze. He was on the stage, surrounded by professional actors. Suddenly, he was overwhelmed with fear."
I decided to use the television set. I plugged it in and watched the news.,I saw an old thing at the museum. I wanted to learn about the object's history.,He watches the evening news to gain an understanding of what is happening. He turns on the television to learn more.
Aggression can often be pacified. Communication serves as a powerful ally.,Anxiety can be diverted with mindful moments. Small steps lead to big results.,An attack is often associated with aggression and confrontation. Resolution requires compromise and effective communication to end the conflict.
Oxygen absorbed by small blood vessels. Vessels deliver oxygen to every cell in the body.,Water is taken up by a sponge. The sponge distributes the water to every corner of the room.,Oxygen pressure is increased. Oxygen is released to body cells.
A request was made for a certain offer. The offer had certain terms and conditions.,"Damage caused by a natural disaster had to be repaired. Repair should be done with supplies, labor and a certain specified time-frame.","They declined a job offer after learning of an unfair regulation. When the company refused to withdraw the policy, the offer was retracted."
The books enter the library. Librarians further categorize the books.,The food enters the stomach. Stomach acid further digests the food.,The books are returned. The books are sent to a library.
These keeps the bone from moving while it heals. The body forms a blood clot around the bone.,Glue holds two pieces of wood together. Dried glue forms a protective seal around the pieces of wood.,Healing tissue forms around the broken bone. This joins the broken bones together.
The child is excited to play with the toy. She can't wait to explore the possibilities.,The monkey eagerly takes the banana. He devours the treat with joy.,"The child joyfully played with the toy, feeling creative and inspired."
You are in need of something but can't find it. Asking for it is the best way to get it.,You have lost something and are desperately searching for it. Don't give up until it is found.,"He'd always find a way to buy presents for other people. Even when he didn't have money, he'd find a way to get it."
"Failure after failure felt like a climb. With persistence, the work eventually became simpler.","The descent was long and challenging. Eventually, the climb became easier.",The experience of failure washes over. There is no way to avoid it.
The star is collapsed until it is super dense and tiny. The star is now a black hole.,Spaghetti noodles are boiled until they are soft. The noodles are now al dente.,The star is much larger than it was. The star is a red giant.
You go to get a haircut and when you're done your hair will be short.,"You open your gift and there's a surprise inside. You don't know what to expect, but it brings the element of excitement.","I want to have long hair, but I'm thinking of getting a haircut."
"Heated emotions blaze between them. In an effort to end the fight, one of the parties take back their words and apologizes.",The enemy forces press forward with great strength. The defending troops realize a retreat is their only option.,"During an argument, people use persuasive rhetoric to try to win the battle. Every word matters in the attempt to argue in their favor."
Tired people try to find ways to get energy. Regular exercise can help give them a boost.,Poor people struggle to make money. They often have to work long hours.,Vital energy fuels the body and helps it perform its essential functions. A balanced lifestyle helps to produce and sustain this energy.
Encourage your friends to reach for success. Do not let them be discouraged by the difficulties they may face.,Suggest creative solutions to your team. Command that they keep their goals in sight.,Relationships also have unforeseen difficulties. Functioning as a team through the hardships is key to mutual success.
Extroverts feel energised in crowds. They are naturally gregarious.,Jingoists are loyal to their country. They are overly nationalistic.,Agoraphobia causes fear of crowds. Going out becomes increasingly difficult.
Anxiety can be diverted with mindful moments. Small steps lead to big results.,Aggression can often be pacified. Communication serves as a powerful ally.,"His depression and anxiety crippled him, leaving him with little motivation. Even so, he continued fighting through each day, hoping for a better tomorrow."
"She sat deep in thought, taking in all the sights, sounds, and smells around her. Suddenly, the answer to her long-time question came to her.","The computer worked endlessly, taking in inputs and processing information quickly. Suddenly, it was able to solve the problem it had been stuck on.",A thought come to mind in an instant. The feeling of the thought is felt immediately afterwards.
His description was vivid and lurid—the details of the crime were hauntingly clear. He felt his heart pounding as he told his story.,"The price tag was expensive and exorbitant. He glanced at the designer bag, trying to decide if it was worth its cost.",The story is condensed into a few short lines. The details are simplified.
"The ficus is given a pot to grow in, providing the necessary anchorage and stability.","A pedestrian is walking along the street. With every step they take, they are gaining more and more footing and traction.",A ficus was growing in the pot. It had been there for months.
"The house's yard is full of plants, flowers and trees. So much beauty in one place.",Shelves of books line the library walls. So many stories in one place.,The garden is cultivated with care. A variety of flowers fill the back yard.
The stomach mixes acidic gastric juices into the food. The stomach mixes enzymes into the food.,A blender mixes vegetables into a soup. A blender mixes spices into the soup.,The food goes into the stomach. The stomach secretes enzymes.
His insistent knocking vibrated through the walls. Seclusion cloaked his presence as his pleas fell on deaf ears.,"Her strident calls echoed in the darkness. Loneliness overwhelmed her, a reminder of her vulnerability.","His laughter echoed through the hallway, yet fear was all he could feel. With a heavy heart and hesitating steps, he walked into the darkness, unsure of what lies ahead."
He showed up the first day of school all excited to learn. He wished that each day could be like that one.,"She got up every morning, ready to run. Pushing herself to go further, she was energized by the sweat that poured down.","He had been standing, waiting all day, and he wanted to sit down and rest."
Water flows from rivers. Water goes to the ocean.,Urine flows from kidneys. Urine goes to the bladder.,Water flows in rivers. The river water hits rocks.
The sun desiccates the air. The sun's heat causes dehydration.,She tried to assuage him. Her words helped to mollify him.,She slathered on sunscreen to protect her skin from the sun's harsh rays. She was ready to soak up the warm beach air.
Vaccines are created from dead antigens. The vaccines are administered.,Soup is created with vegetables. The soup is served.,They protect against further infection. Vaccines work by putting dead or weak antigens into the body.
The lake was opaque and still. Its depths obscured by a murky darkness.,The glass is completely transparent. It reveals whatever lies behind it without distortion.,"Diving into the depths of the ocean, the submarine was ready for its mission. Its occupants were about to experience the remarkable beauty under the water."
The argument was put forward firmly. The convincing argument helped the speaker prove their point.,The weapon was used successfully. The victorious soldier proudly held their weapon in the air.,The cogent argument has great persuasiveness. It quickly has everyone convinced of the point the speaker is making.
Elastic bands pulled from both sides. Small tears appear in the fabric.,Tectonic plates underground pull and stretch. Small cracks are formed in the earth's crust.,"Certain fabrics like silk wear out quicker than others. If the material is not handled with care, the fabric will not last long."
The virus spreads. The virus attaches themselves to cells.,Fire spreads. The flames consume dry wood and other materials.,The virus propagates in the cell. The virus multiplies.
"A small town sits in the center of the country. It feels safe and protected, surrounded by the country's nature.","A tooth rests in the mouth, among other teeth. It grows secure with the other teeth.",Turkey is the namesake of an entire country. The country is home to diverse cultures.
The clues are followed to find the criminal. The criminal is eventually found guilty of their actions.,The beast gathers strength for the hunt. The beast eventually catches its prey.,Information is gathered about criminals. It helps identify the criminal's motives.
"The water was still, fish barely making a ripple as they swam lazily. A perfect day for some relaxed fishing and soaking in the peaceful atmosphere.","The sky was cloudless, birds soaring high in search of some food. The perfect setting for a mid-day stroll and to take in the breathtaking view.","The lake water shimmered in the light, revealing hundreds of fish beneath its tranquil surface. He was in awe of this hidden underwater world, untouched by human intervention."
These puzzle pieces can fit together to form a picture. Solving the mystery also contributed heavily to understanding the story.,These rocks can form together to become sedimentary rock. Ancient tidal flows also contributed heavily to current sediment locations.,The scattered pieces of a puzzle can be arranged and connected together. The puzzle is known as a complete picture due to its arrangement.
You enjoy a hearty breakfast. You gain the energy you need.,You stretch your limbs to the limits. You get an injury.,Eating food gives us energy for our day. Consuming breakfast sustains us and gives us strength to move forward.
"She was on the field at the match, determined to win no matter what. Nothing excited her more than the thrill of victory.","He was on the frontline at the battle, willing to fight for what he believed in. Nothing scared him more than the prospect of failure.","He was standing on the battleground, slowly maneuvering his way to victory. His enemy’s moves were no match for his strategy."
The alarm clock signals the person to wake up. The person is then able to start their daily activities.,The insulin signals the cells to open themselves up. The open cells are then able to accept glucose.,A person enters a room. The person is immediately welcomed by those inside.
"He sets up the music stand with the music sheets. He starts playing, gradually taking in each note as the song comes together.","She gets out her brush and paints the canvas. With new strokes, the painting slowly starts to form.",The music stand helps the musician to hold their music sheets. It provides a rich listening experience.
A sparkly clean efficiency was immaculately kept. He took pride in his tidiness.,An enormous estate was kept large and pristine. The whole neighborhood admired its grandeur.,Her extravagance made simplicity desirable again. She taught me that quality was more important than quantity.
Houses are constructed from large collections of bricks. Wind and rain erode the bricks.,Glaciers and ice shelves are formed from massive accumulations of ice. Tidal motion weakens the ice.,Buildings are constructed due to modern technology. Machines push stones and bricks up and down.
The weapon is buried deep in the ground. The weapon is kept out of sight.,Ideas are entrenched in their respective convictions. Opinions are deeply-rooted in their set of arguments.,The weapon was used successfully. The victorious soldier proudly held their weapon in the air.
The eye is located on the face. It allows us to see the world around us.,The earth is situated in the universe. It is part of a greater system and is constantly influenced by its context.,"Eyes are one of a kind. Even if two people look similar, their eyes are never quite the same."
"He couldn't get enough of creating stories. Fingers tapping away on the keyboard, he felt the rush of ideas flow.","She never got tired of trying new food. Taking a bite, she savored the flavors and enjoyed the moment.","He tapped away on the keyboard of his computer, working on a report due the next day. His fingers struggling to keep up with his thoughts."
The rocks break along a fault. The break causes seismic waves.,A person has a disagreement with a friend. The dispute causes emotional waves.,Two rock blocks rub against each other. Rocks break and earthquakes occur.
