sent0,sent1,hard_neg
Mountains can also be volcanoes. Mountains can be formed from earthquakes.,Houses can also be schools. Houses can be built from construction materials.,The plates that push each other up can form mountains. Mountains can also be volcanoes.
Mountains can also be volcanoes. Mountains can be formed from earthquakes.,Houses can also be schools. Houses can be built from construction materials.,Fuel is used for combustion. Exhaust gases pollute the environment.
"He was vigilant in keeping the house secure, the yard monitored and safeguarded. He wanted to ensure the security of his family.",The parent was always warning the child of the dangers of the world. He tried to instil the needed tools to protect them.,The house is surrounded by a yard. It's the place to relax and enjoy.
"He was vigilant in keeping the house secure, the yard monitored and safeguarded. He wanted to ensure the security of his family.",The parent was always warning the child of the dangers of the world. He tried to instil the needed tools to protect them.,Glass is; clear and free from blurry hazy spots. It is the perfect window to the world.
"He was vigilant in keeping the house secure, the yard monitored and safeguarded. He wanted to ensure the security of his family.",The parent was always warning the child of the dangers of the world. He tried to instil the needed tools to protect them.,"He had polished the leather of his boot with care. Gleaming, it was ready to accompany him on his journey."
An attack is often associated with aggression and confrontation. Resolution requires compromise and effective communication to end the conflict.,"Logic is used to develop rational ideas and arguments. Once a logical conclusion is reached, it cannot be retracted without further evidence.",The walls glimmered with quavering silver light. It was a sight that promised a night of fun and surprises.
An attack is often associated with aggression and confrontation. Resolution requires compromise and effective communication to end the conflict.,"Logic is used to develop rational ideas and arguments. Once a logical conclusion is reached, it cannot be retracted without further evidence.",Aggression can often be pacified. Communication serves as a powerful ally.
An attack is often associated with aggression and confrontation. Resolution requires compromise and effective communication to end the conflict.,"Logic is used to develop rational ideas and arguments. Once a logical conclusion is reached, it cannot be retracted without further evidence.",The workers in the warehouse worked together in perfect cooperation. They achieved great success through their efforts.
The magma undergoes changes in pressure. The magma cools.,The air is compressed in a balloon. The balloon deflates.,Magma flows as lava. Pressure builds up.
The magma undergoes changes in pressure. The magma cools.,The air is compressed in a balloon. The balloon deflates.,Place the tray in the freezer for about two hours. Remove the tray from the freezer.
The magma undergoes changes in pressure. The magma cools.,The air is compressed in a balloon. The balloon deflates.,A balloon is filled with air. The balloon deflates when squeezed.
An individual with a decreased immune system is more susceptible to illnesses. Too little resistance and even the common cold could become a dangerous health concern.,Holding the glass tumbler precariously on one finger an example of lack of stability. One small movement and the glass will crash.,He was passionate about archeology and the science behind it. John realized it was the perfect field for him to study.
An individual with a decreased immune system is more susceptible to illnesses. Too little resistance and even the common cold could become a dangerous health concern.,Holding the glass tumbler precariously on one finger an example of lack of stability. One small movement and the glass will crash.,An excessive amount of body fat can account for obesity. It's both an individual and a public health concern due to its health risks.
An individual with a decreased immune system is more susceptible to illnesses. Too little resistance and even the common cold could become a dangerous health concern.,Holding the glass tumbler precariously on one finger an example of lack of stability. One small movement and the glass will crash.,"The intoxication of the population had increased, as more and more people used alcohol regularly. Nothing could stop it."
Information is encrypted into a code. The code is sent out of the secure room.,DNA is encoded into mRNA. MRNA leaves the cell nucleus.,They come out as packages. The packages are shipped to retailers to use to sell products.
Information is encrypted into a code. The code is sent out of the secure room.,DNA is encoded into mRNA. MRNA leaves the cell nucleus.,A person receives information from a source. The person then breaks down the information and evaluates it in each part of their mind.
Information is encrypted into a code. The code is sent out of the secure room.,DNA is encoded into mRNA. MRNA leaves the cell nucleus.,The rocket ignites. The rocket blasts into space.
She gets her hair cut into a really short style. She looks amazing with her new hairstyle.,He hears someone sing a melody. He joins in and sings along in harmony.,"The book's pages provide a wealth of knowledge, yet sleep is desired more. They set the book down and drift off into sweet rest."
She gets her hair cut into a really short style. She looks amazing with her new hairstyle.,He hears someone sing a melody. He joins in and sings along in harmony.,Going to sleep is a way to rest. Time for the body and mind to relax.
She gets her hair cut into a really short style. She looks amazing with her new hairstyle.,He hears someone sing a melody. He joins in and sings along in harmony.,"She had a haircut, and now she had short hair. She felt so excited to try out a new look."
She worked diligently building a playground in the park. She wanted to bring joy and laughter to the children.,He worked tirelessly constructing a wall around the house. He wanted to feel a sense of security and safety.,"We all need to take a break, to play and have some fun."
She worked diligently building a playground in the park. She wanted to bring joy and laughter to the children.,He worked tirelessly constructing a wall around the house. He wanted to feel a sense of security and safety.,"He questioned what it meant to truly have faith in his God. After much thought, he decided that it was an act of trust and assuredness."
She worked diligently building a playground in the park. She wanted to bring joy and laughter to the children.,He worked tirelessly constructing a wall around the house. He wanted to feel a sense of security and safety.,The playground was full of children laughing and playing. The park was bustling with people and filled with the sound of joy.
Ribosomes bind the new DNA molecules. The transcription and translation continue until the DNA is copied.,Customers approach the counter. The ordering and payment process continues until the transaction is complete.,A button connects two pieces of fabric with a thread. The button securely fastens the fabric together.
Ribosomes bind the new DNA molecules. The transcription and translation continue until the DNA is copied.,Customers approach the counter. The ordering and payment process continues until the transaction is complete.,Proteins are entered into a phase called transcription. DNA is unwound partially so that it can be transcribed.
Ribosomes bind the new DNA molecules. The transcription and translation continue until the DNA is copied.,Customers approach the counter. The ordering and payment process continues until the transaction is complete.,The seeds sprout. The seeds start to develop roots.
Anger has its origin from within us. Emotions affect our thoughts and decisions.,Steak comes from a cow and is a type of meat. Meat is consumed as food.,Achieving a faculty position calls for extensive research experience and proven expertise in the field. Proven research skills prove to be an invaluable asset for those seeking a faculty position.
Anger has its origin from within us. Emotions affect our thoughts and decisions.,Steak comes from a cow and is a type of meat. Meat is consumed as food.,"The stoic individual had difficulty expressing emotion. Unable to express their feelings, their emotions were kept tightly guarded."
Anger has its origin from within us. Emotions affect our thoughts and decisions.,Steak comes from a cow and is a type of meat. Meat is consumed as food.,"He was a veracious explorer, always following the trail no matter how hard or unforgiving it may be. He just knew something was at the end, a special surprise he would never forget."
"She was a traveler, exploring every corner of the world. But every now and then she found an obstacle in her path.","Despite the challenges they faced, their love was strong. Every day was filled with a new difficulty to conquer.","The traveller embarked on the descent with caution, gradually making his way down the treacherous path."
"She was a traveler, exploring every corner of the world. But every now and then she found an obstacle in her path.","Despite the challenges they faced, their love was strong. Every day was filled with a new difficulty to conquer.",Animals exhale carbon dioxide as they breathe. The amount of carbon dioxide increases as more animals are present in one area.
"She was a traveler, exploring every corner of the world. But every now and then she found an obstacle in her path.","Despite the challenges they faced, their love was strong. Every day was filled with a new difficulty to conquer.",The president speaks to the nation. His words bring attention to the public.
"A person's actions are determined by the decisions they make. The decisions revolve around their core values, which are surrounded by beliefs and principles.","The generator uses the spins of the shaft to rotate a rotor. The rotor spins inside the core, which has magnets inside surrounded by wire loops inside.",Ideas and opinions are shaped by life experiences. Time and change affects beliefs and principles.
"A person's actions are determined by the decisions they make. The decisions revolve around their core values, which are surrounded by beliefs and principles.","The generator uses the spins of the shaft to rotate a rotor. The rotor spins inside the core, which has magnets inside surrounded by wire loops inside.",A person passes away. Their legacy and memory live on through those who knew them.
"A person's actions are determined by the decisions they make. The decisions revolve around their core values, which are surrounded by beliefs and principles.","The generator uses the spins of the shaft to rotate a rotor. The rotor spins inside the core, which has magnets inside surrounded by wire loops inside.",The seeds get caught in the fur of animals. The animals move and lay down on the ground.
"He was a veracious explorer, always following the trail no matter how hard or unforgiving it may be. He just knew something was at the end, a special surprise he would never forget.","She was such a pedant, always walking at the same pace, taking the same route every day. But that day would be different. She was about to discover something new.",Carefully remove the splinter of wood. Dispose of the wooden splinter.
"He was a veracious explorer, always following the trail no matter how hard or unforgiving it may be. He just knew something was at the end, a special surprise he would never forget.","She was such a pedant, always walking at the same pace, taking the same route every day. But that day would be different. She was about to discover something new.","After years of steady progress in a single industry, he was ready for a bigger challenge. He made the jump to a new career and achieved remarkable success."
"He was a veracious explorer, always following the trail no matter how hard or unforgiving it may be. He just knew something was at the end, a special surprise he would never forget.","She was such a pedant, always walking at the same pace, taking the same route every day. But that day would be different. She was about to discover something new.","He was an explorer, searching for new and exciting opportunities. Every day was a journey, and with each step he came closer and closer to discovering the unknown."
"When a person gets angry, their emotions trap them. The emotions prevent the person from calming down.","When the earth heats up, these gases trap heat. The gases prevent the earth from returning to cooler temperature.",The grown up bird then goes off on their own. That bird then mates with a partner and starts the cycle over with a new baby bird.
"When a person gets angry, their emotions trap them. The emotions prevent the person from calming down.","When the earth heats up, these gases trap heat. The gases prevent the earth from returning to cooler temperature.","The wet ground is important for growth and blooming. As the morning dew evaporates, it brings life to the plants in the garden."
"When a person gets angry, their emotions trap them. The emotions prevent the person from calming down.","When the earth heats up, these gases trap heat. The gases prevent the earth from returning to cooler temperature.",A person's emotions become intense and fiery. Their emotions burst out and become more controlled and solidified as they are expressed outwardly.
"He smeared glue on the wall, watching it slowly go from runny and liquid to sticky and solid.","She put a rubber duck in the bathtub, looking as it went from dull and grey to bright and yellow.","She didn't think much of the old floppy disk since they had already been deemed obsolete. When opened, however, she was pleasantly surprised by the precious memories stored within."
"He smeared glue on the wall, watching it slowly go from runny and liquid to sticky and solid.","She put a rubber duck in the bathtub, looking as it went from dull and grey to bright and yellow.","She leaned her back against the wall, gripping a pencil tightly. The lead scratched against the paper, a sound that reassured her everything would be alright."
"He smeared glue on the wall, watching it slowly go from runny and liquid to sticky and solid.","She put a rubber duck in the bathtub, looking as it went from dull and grey to bright and yellow.",The saxophone is a popular musical instrument. It makes melodious tunes.
"Facing too many obstacles in her path, she was ready to give up. But something inside her wouldn't accept those terms.","Even with the difficulties he encountered, he refused to waiver in his mission. He reaffirmed his commitment to the cause.",The weapon cuts a path through what lies ahead. Obstacles prevent progress from going unchecked.
"Facing too many obstacles in her path, she was ready to give up. But something inside her wouldn't accept those terms.","Even with the difficulties he encountered, he refused to waiver in his mission. He reaffirmed his commitment to the cause.",His father was always there to nurture and guide him. Bestowing upon him life's valuable lessons.
"Facing too many obstacles in her path, she was ready to give up. But something inside her wouldn't accept those terms.","Even with the difficulties he encountered, he refused to waiver in his mission. He reaffirmed his commitment to the cause.",Memories that once seemed so clear have become confused and blurry.
"A vacuum cleaner sucks up dust from the carpet. The dust is filtered out by a series of filters, which allow only clean air to be released.",Lungs draw in air with a pump-like system. The air is processed by small tubes which transmit oxygen to red blood cells.,A car is filled with gasoline (gas). Someone turns the car on with a key.
"A vacuum cleaner sucks up dust from the carpet. The dust is filtered out by a series of filters, which allow only clean air to be released.",Lungs draw in air with a pump-like system. The air is processed by small tubes which transmit oxygen to red blood cells.,Light enters a room through a window. Objects in the room are illuminated by the light.
"A vacuum cleaner sucks up dust from the carpet. The dust is filtered out by a series of filters, which allow only clean air to be released.",Lungs draw in air with a pump-like system. The air is processed by small tubes which transmit oxygen to red blood cells.,Dust is filtered by many tiny dust filters called air purifiers. The dirt is stored in the bin as dust.
"After a hard fought battle, the army emerged victorious. They all felt proud of the victory they had achieved.","After a heated debate, she managed to convince her opponent. She had proved her point, and felt accomplish of her success.",The table was bouncing around the room. Every move sent it careening in a different direction.
"After a hard fought battle, the army emerged victorious. They all felt proud of the victory they had achieved.","After a heated debate, she managed to convince her opponent. She had proved her point, and felt accomplish of her success.","A feather moves in the wind, rising and falling in an unpredictable pattern. It's light enough that every gust of wind can carry and lift it in a new direction."
"After a hard fought battle, the army emerged victorious. They all felt proud of the victory they had achieved.","After a heated debate, she managed to convince her opponent. She had proved her point, and felt accomplish of her success.",The fierce battle has been won. Their victory is celebrated.
The baby cries out loud. The noise conveys its need for attention.,The person rushes to pay the bill. They feel the urgency of their financial obligation.,The baby let out a loud cry. The baby's needs were met in response to its loud cries.
The baby cries out loud. The noise conveys its need for attention.,The person rushes to pay the bill. They feel the urgency of their financial obligation.,The night sky illuminated after the sun sunk. Stargazers admired the array of constellations.
The baby cries out loud. The noise conveys its need for attention.,The person rushes to pay the bill. They feel the urgency of their financial obligation.,The computer screen is operated with the click of a monitor. It's ability to perform complex functions is the key to its success.
Water runs into small pipes in the house. The pipes become swollen.,"The air travels into small vessels in the lungs,. The lungs are engorged.",Water flows through a pipe. The water travels down the pipe.
Water runs into small pipes in the house. The pipes become swollen.,"The air travels into small vessels in the lungs,. The lungs are engorged.","Place pot roast into the oven for the required time. When a meat thermometer inserted into the roast reads the correct temperature, the roast is done cooking."
Water runs into small pipes in the house. The pipes become swollen.,"The air travels into small vessels in the lungs,. The lungs are engorged.",Plants a tree. Tree withers away.
The earth temperature rises. Global warming occurs.,A pot of water is heated. The water begins to boil.,"When the earth heats up, these gases trap heat. The gases prevent the earth from returning to cooler temperature."
The earth temperature rises. Global warming occurs.,A pot of water is heated. The water begins to boil.,"Fallen leaves accumulate on the ground. As time passes, more leaves are added to the heap."
The earth temperature rises. Global warming occurs.,A pot of water is heated. The water begins to boil.,The electrical wire allows for the flow of electricity between the positive and negative terminals. The appliance is plugged into both ends.
"The huge pieces become larger and larger as time goes on. Suddenly, something big is created.","The critical tasks become more and more important. Suddenly, something vital has been accomplished.",He had to remember to be patient and take his time. Rushing would make things worse.
"The huge pieces become larger and larger as time goes on. Suddenly, something big is created.","The critical tasks become more and more important. Suddenly, something vital has been accomplished.","They wanted to collaborate in order to reach a common objective. Each one had a different idea of how to achieve it, but agreed to work together."
"The huge pieces become larger and larger as time goes on. Suddenly, something big is created.","The critical tasks become more and more important. Suddenly, something vital has been accomplished.",His heart was broken and he felt as if his power was taken from him. He had to learn how to bring it all back.
The lungs have a series of smaller and finer tubes and sacs. Air reaches the smallest and finest air sacs called alveoli.,A tree has a system of branches and twigs. Leaves grow on the smallest and finest twigs.,Chunks of ice break off. The iceberg reaches warm water.
The lungs have a series of smaller and finer tubes and sacs. Air reaches the smallest and finest air sacs called alveoli.,A tree has a system of branches and twigs. Leaves grow on the smallest and finest twigs.,Eggs hatch. Tiny fish called fry emerge.
The lungs have a series of smaller and finer tubes and sacs. Air reaches the smallest and finest air sacs called alveoli.,A tree has a system of branches and twigs. Leaves grow on the smallest and finest twigs.,"Air reaches the alveoli, the smallest air sacs in the lungs. In the alveoli, air passes into the blood within small capillaries."
"Watch the pot closely for bubbles. Once the bubbles are forming, the water is simmering.","Observe the water carefully for steam. Once vapor is rising, the water is boiling.",The body begins to break down nutrients once a person eats food. Carbohydrates among these nutrients will be broken down in to sugar in the form of glucose.
"Watch the pot closely for bubbles. Once the bubbles are forming, the water is simmering.","Observe the water carefully for steam. Once vapor is rising, the water is boiling.","Steam rises through a boiling pot. Air bubbles form and expand, causing lots of pressure."
"Watch the pot closely for bubbles. Once the bubbles are forming, the water is simmering.","Observe the water carefully for steam. Once vapor is rising, the water is boiling.",Electromagnetic induction is created by the rotor spinning. The electricity created goes through a transformer.
A person bathes in order to feel clean and refreshed. The person's body is rid of dirt and germs through the use of soap and water.,"To bring a new life into the world, a couple reproduces. The couple gives birth to their child, ensuring the continuation of the family's lineage.",People bathe in warm water. They use soap to clean themselves.
A person bathes in order to feel clean and refreshed. The person's body is rid of dirt and germs through the use of soap and water.,"To bring a new life into the world, a couple reproduces. The couple gives birth to their child, ensuring the continuation of the family's lineage.",Meditation can be used to reduce stress levels. It encourages relaxation and can improve emotional well-being.
A person bathes in order to feel clean and refreshed. The person's body is rid of dirt and germs through the use of soap and water.,"To bring a new life into the world, a couple reproduces. The couple gives birth to their child, ensuring the continuation of the family's lineage.","After a long day, he needed to gather energy for tomorrow so he went to bed early. Sleep was his only savior."
One moves a pawn on the chessboard. Everyone gets ready to play chess.,Vehicles speed up on the lane. People drive on the highway.,He enjoys playing chess. He wants to win.
One moves a pawn on the chessboard. Everyone gets ready to play chess.,Vehicles speed up on the lane. People drive on the highway.,She booked a round trip ticket for her travels. She was looking forward to the exciting journey ahead.
One moves a pawn on the chessboard. Everyone gets ready to play chess.,Vehicles speed up on the lane. People drive on the highway.,"The forest is lush and dense, trees tower high. Roots firmly hold the trees in place."
"The breakwater stretched along the shoreline, the ocean waves gentled by its presence. A calm atmosphere surrounded the beach.","The insulation lined the walls of the room, muffling outside sound. A quiet atmosphere blanketed the space.","It was thought to be incurable, but he was determined to make a difference. With his intelligence and determination, he found a way through the therapy."
"The breakwater stretched along the shoreline, the ocean waves gentled by its presence. A calm atmosphere surrounded the beach.","The insulation lined the walls of the room, muffling outside sound. A quiet atmosphere blanketed the space.","The tide slowly crept in, washing onto the shore of the beach. Waves lapped the sand as the beach sparkled under the sun."
"The breakwater stretched along the shoreline, the ocean waves gentled by its presence. A calm atmosphere surrounded the beach.","The insulation lined the walls of the room, muffling outside sound. A quiet atmosphere blanketed the space.",Suffering is the consequence of wrong-doing. Repentance allows us to receive forgiveness.
The negotiator accepted their conditions. He retracted his demands.,The team was defeated. They decided to retreat.,"The negotiator read through the contract carefully, ensuring they considered every angle. Ultimately, they found a way to reach an agreement that all parties were happy with."
The negotiator accepted their conditions. He retracted his demands.,The team was defeated. They decided to retreat.,They declared an action which was condemned. There was widespread disapproval.
The negotiator accepted their conditions. He retracted his demands.,The team was defeated. They decided to retreat.,"The seed lay dormant in the soil until water started to sink in. Before long, a tiny sprout emerged, growing bigger each day."
Grass and plants dry up and die without the water. Grass and plants that require water stop growing in the area.,People stop going to the store when there is no food. The store's business slows down and eventually shuts down.,Water flows to plants. Plants absorb the water.
Grass and plants dry up and die without the water. Grass and plants that require water stop growing in the area.,People stop going to the store when there is no food. The store's business slows down and eventually shuts down.,The motor makes the needle of the sewing machine go up and down. The needle is pressed through the piece of clothing at a constant rate.
Grass and plants dry up and die without the water. Grass and plants that require water stop growing in the area.,People stop going to the store when there is no food. The store's business slows down and eventually shuts down.,A rabbit is born via sexual reproduction. The fertilized egg becomes a fetus and is born from the mother.
This causes a tropical distrubance. The air above the cloud column cools.,This causes a heated argument. The atmosphere in the room grows tense.,Warm air condenses into cumulus clouds. The cloud grows.
This causes a tropical distrubance. The air above the cloud column cools.,This causes a heated argument. The atmosphere in the room grows tense.,A washing machine filters dirty water. The washing machine removes dirt.
This causes a tropical distrubance. The air above the cloud column cools.,This causes a heated argument. The atmosphere in the room grows tense.,Water builds up behind the dam. A reservoir is formed.
"He found himself at the helm of an entire army, navigating through a perilous mission. He had a lot of responsibility as a general.","The guide took charge of a difficult expedition. He had to keep track of every traveler, showing leadership under pressure.","Always querulous, he had a habit of complaining about any issue. His discontent was relentless."
"He found himself at the helm of an entire army, navigating through a perilous mission. He had a lot of responsibility as a general.","The guide took charge of a difficult expedition. He had to keep track of every traveler, showing leadership under pressure.",The general strategizes the battle plan. Orders are given to troops on the ground.
"He found himself at the helm of an entire army, navigating through a perilous mission. He had a lot of responsibility as a general.","The guide took charge of a difficult expedition. He had to keep track of every traveler, showing leadership under pressure.",The yacht is a luxurious boat. It's elegance sets it apart from any other vessel.
"The software suddenly turned off, leaving unexpected issues in its path. They frantically searched for a way to reactivate it.","He was falling asleep, his body slowly shutting down its functions. He quickly snapped back to reality, knowing he had to stay alert.",The organisation holds the passport for safe keeping. The passport is eventually returned to the rightful owner.
"The software suddenly turned off, leaving unexpected issues in its path. They frantically searched for a way to reactivate it.","He was falling asleep, his body slowly shutting down its functions. He quickly snapped back to reality, knowing he had to stay alert.","She peered through the cracked window. Suddenly, she was overcome with a feeling of tranquility."
"The software suddenly turned off, leaving unexpected issues in its path. They frantically searched for a way to reactivate it.","He was falling asleep, his body slowly shutting down its functions. He quickly snapped back to reality, knowing he had to stay alert.",His life was about finding a way to reconcile his past with an uncertain future. He had to chart his own path.
"He sat alone, looking at the other people in the room with their perfect social personas. George realized he didn't belong in this society.",His nose was out of place amongst the equally structured faces in the crowd. He felt there was no place for himself in this world.,The couple expresses their pleasure in the bedroom. The couple have sex and affirm their love for each other.
"He sat alone, looking at the other people in the room with their perfect social personas. George realized he didn't belong in this society.",His nose was out of place amongst the equally structured faces in the crowd. He felt there was no place for himself in this world.,"Grip a golf club, take a swing and hit the golf ball. Land the golf ball in the hole in the fewest number of strokes."
"He sat alone, looking at the other people in the room with their perfect social personas. George realized he didn't belong in this society.",His nose was out of place amongst the equally structured faces in the crowd. He felt there was no place for himself in this world.,"The house is composed of multiple rooms, connected together. It is a place where people can experience comfortable living."
The garbage truck comes to the house. Workers take the plastic bag out of the garbage can and place it in the truck.,The mailman comes to the house. He takes the envelope out of the mailbox and puts it in his delivery bag.,Oxygen goes to your tissues. Cells use oxygen.
The garbage truck comes to the house. Workers take the plastic bag out of the garbage can and place it in the truck.,The mailman comes to the house. He takes the envelope out of the mailbox and puts it in his delivery bag.,Trash is deposited in a large can or in bags outside of the house. The trash is picked up by workers who put it on a garbage truck.
The garbage truck comes to the house. Workers take the plastic bag out of the garbage can and place it in the truck.,The mailman comes to the house. He takes the envelope out of the mailbox and puts it in his delivery bag.,Plants revive in the summer and flower in the fall. The plant can lose up to 40% of its height during this process.
"Ideas begin to spread among people instead of staying in a single person's head. The ideas alter opinions, beliefs, and values.","Water begins flowing above the ground instead of dropping into the soil. The water carves away land, plants, and trees.",Hot air rises up to the atmosphere where it cools and condenses. The air can also cool down and become liquid beneath the atmosphere.
"Ideas begin to spread among people instead of staying in a single person's head. The ideas alter opinions, beliefs, and values.","Water begins flowing above the ground instead of dropping into the soil. The water carves away land, plants, and trees.",A fire hose sprays water at the flames. The water drains out of the hose.
"Ideas begin to spread among people instead of staying in a single person's head. The ideas alter opinions, beliefs, and values.","Water begins flowing above the ground instead of dropping into the soil. The water carves away land, plants, and trees.",People spread their ideas and opinions through conversation and social media. Those ideas and opinions take root in new people and grow over time.
Ideas are transformed by exploration into beliefs. The beliefs travel up into the mind.,The water is transformed by heat into water vapor. The water vapor travels up into the atmosphere.,Ideas and beliefs that are no longer relevant are abandoned. The passage of time transforms these ideas and beliefs into something new and fresh.
Ideas are transformed by exploration into beliefs. The beliefs travel up into the mind.,The water is transformed by heat into water vapor. The water vapor travels up into the atmosphere.,Wood is broken down. Sawdust is released.
Ideas are transformed by exploration into beliefs. The beliefs travel up into the mind.,The water is transformed by heat into water vapor. The water vapor travels up into the atmosphere.,"Clay is exposed to intense heat and pressure. The heat and pressure will mould it into a hard, durable ceramic object."
"The conventional methods didn't work, so they had to try something new and novel to solve the case.",The suspect had no credibility so the officers were unable to trust his statement.,Some animals learn to use camouflage to hide from predators. Those who become better at this are better able to survive and pass on these traits through selective pressure.
"The conventional methods didn't work, so they had to try something new and novel to solve the case.",The suspect had no credibility so the officers were unable to trust his statement.,The foreword casts light on the purpose of a novel. The novel is composed to engage readers in a captivating narrative.
"The conventional methods didn't work, so they had to try something new and novel to solve the case.",The suspect had no credibility so the officers were unable to trust his statement.,"She mashed the herbs in her mortar with her pestle, methodically grinding them into a fine powder. She worked until she was pleased with the consistency."
Find a suitable launch site. Calculate the amount of force needed to escape earth's gravity.,Find a suitable parking spot. Calculate the amount of pressure needed to push the car out of its parking spot.,A car is filled with gasoline (gas). Someone turns the car on with a key.
Find a suitable launch site. Calculate the amount of force needed to escape earth's gravity.,Find a suitable parking spot. Calculate the amount of pressure needed to push the car out of its parking spot.,Food contains oxygen which cells convert to energy. Food contains fiber which breaks down into energy.
Find a suitable launch site. Calculate the amount of force needed to escape earth's gravity.,Find a suitable parking spot. Calculate the amount of pressure needed to push the car out of its parking spot.,The star lacks the energy needed to resist the force of gravity. Gravity pulls the star into itself.
"When it came to erasing any mistakes, he opted for rubber. The fine grade gave accurate results and helped him to produce flawless artwork.",He often used a special type of paper to make his crafts. The thickness of the paper and texture of the wood gave it an interesting texture.,The teacher reads the paper and marks it for content and quality. The paper is evaluated and a score or grade is assigned for the user's work.
"When it came to erasing any mistakes, he opted for rubber. The fine grade gave accurate results and helped him to produce flawless artwork.",He often used a special type of paper to make his crafts. The thickness of the paper and texture of the wood gave it an interesting texture.,"He competed in many competitions, always striving for victory. However, he soon realised that there will be times when you lose."
"When it came to erasing any mistakes, he opted for rubber. The fine grade gave accurate results and helped him to produce flawless artwork.",He often used a special type of paper to make his crafts. The thickness of the paper and texture of the wood gave it an interesting texture.,The toe helps move the foot along. It's attached to the bottom of the foot.
Prey animals must protect themselves to survive. Prevention is the key to staying safe.,Victims of crime can avoid becoming a statistic. Education is essential in understanding how to stay safe.,People use cages for prevention. No animal can break out.
Prey animals must protect themselves to survive. Prevention is the key to staying safe.,Victims of crime can avoid becoming a statistic. Education is essential in understanding how to stay safe.,Logic often leads to understanding. Loss can also lead to discovery.
Prey animals must protect themselves to survive. Prevention is the key to staying safe.,Victims of crime can avoid becoming a statistic. Education is essential in understanding how to stay safe.,"She scoured through the books, determined to learn more about her nation’s history. A single misstep here would lead her astray."
She tried to assuage him. Her words helped to mollify him.,The sun desiccates the air. The sun's heat causes dehydration.,The words are garbled and unreadable. The words are both unintelligible and illegible.
She tried to assuage him. Her words helped to mollify him.,The sun desiccates the air. The sun's heat causes dehydration.,"The infection had spread widely, the bacteria affecting nearly everyone. Even with treatments, it continued to rise."
She tried to assuage him. Her words helped to mollify him.,The sun desiccates the air. The sun's heat causes dehydration.,"Every year, the whole family gathered to celebrate their long-standing traditions. It was a time of joy and cheer that connected them in a special way."
Throwing the ball involves a combination of strength and dexterity. Properly throwing the ball to the target with accuracy relies on the thrower's skill and technique.,The double edge razor is carefully sharpened. Delicately running the blade over one's skin helps achieve a smooth and precise shave.,He took a few steps back and released the ball from his hand. His aim had to be spot on as he practiced his throwing technique.
Throwing the ball involves a combination of strength and dexterity. Properly throwing the ball to the target with accuracy relies on the thrower's skill and technique.,The double edge razor is carefully sharpened. Delicately running the blade over one's skin helps achieve a smooth and precise shave.,"A thumb tack is sharp, but something even sharper can make it. Steel, diamond and other materials can be used to sharpen a thumb tack."
Throwing the ball involves a combination of strength and dexterity. Properly throwing the ball to the target with accuracy relies on the thrower's skill and technique.,The double edge razor is carefully sharpened. Delicately running the blade over one's skin helps achieve a smooth and precise shave.,The forest has many trees. The trees are lush and plentiful.
"As the arm moves, it forms a rudimentary gesture with one hand. The arm is able to express a full range of movement and emotion.","As the person ponders their feelings, they take time to explore and understand those emotions. The person gets to know the emotion in its entirety.","She had never taken her seat-belt off in the backseat, until that one time. No sooner had she unbuckled it, she became aware of the danger she was in."
"As the arm moves, it forms a rudimentary gesture with one hand. The arm is able to express a full range of movement and emotion.","As the person ponders their feelings, they take time to explore and understand those emotions. The person gets to know the emotion in its entirety.",His left arm is completely weak and can do no work; while his right arm holds the strength of two hands.
"As the arm moves, it forms a rudimentary gesture with one hand. The arm is able to express a full range of movement and emotion.","As the person ponders their feelings, they take time to explore and understand those emotions. The person gets to know the emotion in its entirety.",Animals make the earth more alive. They add to the diversity of life.
Milk flows gracefully in a glass. Its form changes with each swirl in the liquid.,Jazz weaves through the air. It has a life of its own in the music.,The comb rakes through the hair. Particles in the hair are displaced as the comb is moved.
Milk flows gracefully in a glass. Its form changes with each swirl in the liquid.,Jazz weaves through the air. It has a life of its own in the music.,The glass can hold liquid without seeping out its contents. It prevents liquid from spilling and creating messes.
Milk flows gracefully in a glass. Its form changes with each swirl in the liquid.,Jazz weaves through the air. It has a life of its own in the music.,"He was always excited when it came to playing sports. He looked forward to every game, ready to have fun."
The garbage can is rolled outside. The garbage truck comes to the house.,The suitcase is carried outside. The bus arrives at the station.,Trash is deposited in a large can or in bags outside of the house. The trash is picked up by workers who put it on a garbage truck.
The garbage can is rolled outside. The garbage truck comes to the house.,The suitcase is carried outside. The bus arrives at the station.,"Air rises when it heats up. The air from bodies of water promotes moist, warm air."
The garbage can is rolled outside. The garbage truck comes to the house.,The suitcase is carried outside. The bus arrives at the station.,The walls and ceiling of a house absorb the heat from a stove. The absorbed heat is converted to warmth.
"A teacher imparts knowledge to their students. Without the teacher, students will fail to learn the stated facts.","The sun radiates, warming your skin. Without protection, your skin can get burned.",The teacher educates the students. The teacher shares their knowledge with the student.
"A teacher imparts knowledge to their students. Without the teacher, students will fail to learn the stated facts.","The sun radiates, warming your skin. Without protection, your skin can get burned.",Enter the submarine and travel under water. Watch out for obstacles as the submarine moves forward.
"A teacher imparts knowledge to their students. Without the teacher, students will fail to learn the stated facts.","The sun radiates, warming your skin. Without protection, your skin can get burned.","The baby starts to feel uncomfortable, realizing their wet diaper. It's time for a diaper change."
